"id","kmt","ddp","pfp"
"66000280-003",22.9,63.5,12.4
"66000180-010",30.6,52.5,15.7
"66000180-007",26.2,56.8,15.2
"66000180-012",29.5,53.1,15.7
"66000180-009",26.9,56.4,15.3
"66000180-001",31.4,52.8,14.4
"66000180-014",26.7,55.9,16.1
"66000180-003",35.2,46.4,16.7
"66000180-013",32.7,50.5,15.4
"66000180-011",29,52.7,17
"66000180-008",25.1,58.7,15.2
"66000180-004",25.7,58.3,14.2
"66000180-005",53.9,25.5,19
"66000180-002",27.9,56.2,14.3
"66000180-015",30.9,51.2,16.1
"66000180-006",27.5,57.2,13.5
"66000010-007",30.6,52.9,14.5
"66000010-002",28.5,57.3,13.1
"66000010-008",28.3,55.2,14.8
"66000010-004",29.7,55.9,13.3
"66000010-005",32.7,52.9,13.5
"66000010-006",31,54.3,13.5
"66000010-003",28.1,59.7,11.3
"66000010-001",28.8,56.1,13.9
"66000270-035",28.3,55.8,14.4
"66000270-008",39.1,44.6,15.1
"66000270-003",25,59.9,14.1
"66000270-024",25,57.5,16.3
"66000270-004",23.9,61.6,13.5
"66000270-001",23.2,61.4,14
"66000270-025",23.6,58.9,16.2
"66000270-021",26.7,56.6,15.2
"66000270-020",25.4,57.6,15.9
"66000270-039",24.8,56.9,17
"66000270-033",37.6,44.5,16.5
"66000270-010",33.2,50.9,14.7
"66000270-017",23.3,61.1,14.4
"66000270-022",24.1,59.3,15.3
"66000270-009",40.7,44.1,13.9
"66000270-031",29.7,51.6,17.2
"66000270-032",25.9,58.6,14.5
"66000270-007",25.5,57.9,15
"66000270-006",27.1,56.3,15.8
"66000270-015",23.2,63.1,11.1
"66000270-023",28.6,55.3,14.7
"66000270-002",27.6,55.1,16.5
"66000270-005",31,54,13.3
"66000270-026",32,52.2,14.4
"66000270-019",26.7,58.5,13.5
"66000270-036",41.2,44.2,13
"66000270-012",25.2,57.6,16.1
"66000270-029",30.5,51.1,17.4
"66000270-011",29.1,50.3,19.4
"66000270-030",30.1,51.2,17.6
"66000270-028",27.8,54.6,16.4
"66000270-013",29.3,52.4,17.1
"66000270-027",25.8,56.6,16.5
"66000270-037",25.3,58.8,14.9
"66000270-038",29.9,53,16.3
"66000270-018",23,60.5,15.5
"66000270-016",30.7,54.2,13.8
"66000270-014",28.3,57.8,12.1
"66000270-034",31.8,51.3,15.7
"66000080-003",32.6,49.3,16.6
"66000080-041",33,50.4,15.5
"66000080-014",26.7,57.5,14.6
"66000080-031",36.6,44,18
"66000080-017",32.2,51.9,14.7
"66000080-018",30.7,52.9,15.4
"66000080-022",32.7,49.3,16.8
"66000080-008",28.9,55.4,14.5
"66000080-023",33,50.3,15.5
"66000080-002",34.3,50,14
"66000080-034",31.4,52.8,14.6
"66000080-001",32.7,51.8,14.4
"66000080-019",30.9,55.4,11.5
"66000080-035",31.8,50.1,17.2
"66000080-004",33.1,48,17.6
"66000080-026",31.2,52.2,15.3
"66000080-005",32.1,47.4,19.3
"66000080-040",34,49.3,15.4
"66000080-038",32.3,49.4,17.3
"66000080-027",30.6,51.7,16.3
"66000080-036",37.6,46.8,14.6
"66000080-028",31.6,52.2,14.9
"66000080-039",30.7,49.8,18.2
"66000080-012",29.2,58.4,10.8
"66000080-015",27,55.9,14.4
"66000080-021",32.4,50,16.4
"66000080-020",36.7,44.4,17.7
"66000080-010",27.7,55.7,15.2
"66000080-042",36.7,43.9,18.3
"66000080-011",24.6,61.9,12.3
"66000080-006",29.3,54.8,14.7
"66000080-029",31.9,50.9,16.1
"66000080-016",34.5,48,16
"66000080-037",31.1,50.7,16.9
"66000080-033",32,49.9,16.6
"66000080-030",35,47.7,16.1
"66000080-032",32.1,50.3,16.4
"66000080-009",28.9,55.5,14.3
"66000080-024",33.9,48.5,16.3
"66000080-025",37.8,44.2,16.4
"66000080-007",30.4,52.5,16.3
"66000050-028",24.7,60.4,13.9
"66000050-026",24.8,60.7,13.4
"66000050-019",29.3,54.3,14.8
"66000050-003",21.2,65,13.5
"66000050-027",26.8,59.8,12.5
"66000050-002",43.5,39.1,16.2
"66000050-034",38.7,42.4,17.2
"66000050-001",26.8,56.4,15.6
"66000050-017",31.6,52.2,15.3
"66000050-033",30.7,53.5,14.7
"66000050-022",32.7,51.7,14.6
"66000050-012",34.5,50.4,13.7
"66000050-010",36.5,48.4,13.4
"66000050-011",34.3,49.3,15.5
"66000050-023",31.8,51.1,16.1
"66000050-008",30.1,52.3,16.3
"66000050-030",32.1,51.5,15.2
"66000050-013",30,52.7,16.1
"66000050-021",29,56.1,13.7
"66000050-031",32,52.4,14.5
"66000050-035",31.8,49.3,17.4
"66000050-018",30.6,55.1,12.7
"66000050-014",33.1,50.5,14.8
"66000050-005",33.4,53.7,12.2
"66000050-004",36.7,47.5,14.8
"66000050-006",54.3,26.9,17.4
"66000050-016",29.2,55.9,14
"66000050-032",30.7,51.7,16
"66000050-024",33,48.9,16.5
"66000050-015",34.1,47.5,17
"66000050-036",34.5,50.5,13.8
"66000050-025",34.5,46.4,17.8
"66000050-029",31.2,55.5,12
"66000050-007",35.1,48.6,15.1
"66000050-009",35.7,46.9,16.4
"66000050-020",33.6,47.9,17.3
"66000210-003",33.1,51.6,13.9
"66000210-010",27.6,61.7,10
"66000210-004",34.6,49.9,13.7
"66000210-006",33.8,50,15.2
"66000210-008",37.8,49.2,11
"66000210-002",33.7,48.9,15.6
"66000210-005",33.2,51.7,13.9
"66000210-001",32.2,53.6,12.7
"66000210-007",32,52.5,13.9
"66000210-009",34.2,50.5,13.7
"66000200-003",30.5,56.9,10.8
"66000200-008",34.4,50,13
"66000200-001",31.5,55.9,11.7
"66000200-010",39.3,45,14.3
"66000200-004",27.7,58.6,12
"66000200-007",30.6,55.1,12.5
"66000200-002",32.8,54.7,11.1
"66000200-006",30.5,52.3,14.7
"66000200-009",33.1,48.1,17.5
"66000200-005",31.7,54.8,10.8
"66000150-010",24.2,60.4,13.7
"66000150-002",29.1,52.7,17.1
"66000150-016",24,61.3,13.2
"66000150-013",27.2,56.4,15.1
"66000150-017",23.8,62.8,11.7
"66000150-004",29.9,53.8,14.4
"66000150-005",28.2,54.7,15.5
"66000150-014",29.9,53.1,15.2
"66000150-015",20.9,62.4,14.7
"66000150-003",37.4,44.8,16.7
"66000150-018",35.1,47.5,15.7
"66000150-009",27.1,57,14
"66000150-007",27,58.8,12.7
"66000150-006",29.6,54.4,14.6
"66000150-008",27.2,57.4,13.7
"66000150-001",43.4,39,15.7
"66000150-012",26.3,60.2,11.8
"66000150-011",22.7,60.1,15.4
"66000060-006",31.7,48.8,18.4
"66000060-027",31.5,49.9,17.3
"66000060-028",32.9,49.4,16.2
"66000060-012",66.3,12.2,19.4
"66000060-011",24.6,59,15.2
"66000060-013",36.2,46.6,15.6
"66000060-014",34.2,49,15.4
"66000060-018",32.7,49.5,16.2
"66000060-026",32.6,50.2,16
"66000060-024",38.7,42.8,17.2
"66000060-001",29.6,54.7,14.2
"66000060-002",27.4,56.8,14.5
"66000060-021",28.2,55.5,15.3
"66000060-009",29.2,56,13.6
"66000060-031",30.8,51.1,16.7
"66000060-030",28.4,55.3,15.1
"66000060-025",31.8,51.6,15.5
"66000060-010",27.3,55.8,15.7
"66000060-023",32.4,50.3,16.2
"66000060-032",27.9,54.2,16.6
"66000060-022",28.9,54.3,15.7
"66000060-020",34.2,49.7,13.9
"66000060-017",30.5,53.8,14.3
"66000060-007",32,50.4,15.9
"66000060-029",33.5,48,17.1
"66000060-005",34.8,48.5,15.1
"66000060-015",27.3,54.9,16.6
"66000060-034",30.8,53.5,14.3
"66000060-019",34.3,50.5,14
"66000060-033",23.2,62,13.2
"66000060-038",36.3,46.6,15.6
"66000060-035",31.1,50.4,16.7
"66000060-039",34.2,48.9,15.3
"66000060-037",36.3,44.2,18.1
"66000060-036",32.5,49.1,17
"66000060-016",22,65,12
"66000060-003",30.3,53.3,15
"66000060-004",21.1,67.8,10.1
"66000060-008",66.2,13.4,18.5
"66000040-003",36.8,50,12
"66000040-018",30.5,55.2,12.9
"66000040-025",31.4,51.4,16
"66000040-021",28.1,57.9,12.9
"66000040-022",31,53.3,14.4
"66000040-017",29.5,54.6,14.8
"66000040-007",30.2,53.8,15
"66000040-020",25.4,58.7,14.8
"66000040-023",30.6,53.9,14.5
"66000040-009",28.3,56.7,13.8
"66000040-006",32.1,50.3,16.2
"66000040-001",32.4,52,14.2
"66000040-011",31.2,51.7,15.6
"66000040-014",31.8,51.9,14.7
"66000040-013",30.8,56.5,11.5
"66000040-002",37.5,45.9,15.9
"66000040-010",24.9,59.9,13.9
"66000040-016",30.1,54.7,13.9
"66000040-019",30.1,55.3,13.3
"66000040-015",30,55,13.7
"66000040-004",32.8,52.8,13.8
"66000040-012",28.6,56.7,13.4
"66000040-005",34.7,50.4,13.3
"66000040-008",30.1,54.7,13.6
"66000040-024",34.7,50,14.1
"66000130-021",26.2,51,20.7
"66000130-014",25.7,54.2,18.6
"66000130-017",38.7,41.4,18.4
"66000130-006",28.3,56,14
"66000130-011",28.2,54.3,15.8
"66000130-009",31.4,52,15.2
"66000130-019",32.6,51.1,14.8
"66000130-003",23.9,63.2,11.7
"66000130-001",27.6,56.4,14.4
"66000130-015",26.1,54.9,17.1
"66000130-002",33.3,53.3,11.9
"66000130-004",30.4,51.6,16.4
"66000130-016",29.4,50.2,18.8
"66000130-013",24.9,58.2,14.8
"66000130-018",36.1,44,18.8
"66000130-010",23.7,62.3,12.9
"66000130-007",25.9,60.3,12.2
"66000130-008",25.2,60.3,13.1
"66000130-012",30.1,49,18.7
"66000130-005",29.5,54.5,14.5
"66000130-020",28.8,56.1,14
"66000290-004",38.8,45.7,13.9
"66000290-002",34.2,47.1,17.9
"66000290-008",34.1,26,39.6
"66000290-005",48.8,23.6,26.5
"66000290-001",34.4,44.6,19.4
"66000290-007",41.3,33.1,24.7
"66000290-003",37,31.9,30.5
"66000290-006",41.5,32.2,26
"66000020-010",25.9,58.9,14.3
"66000020-005",26.5,60.7,11.7
"66000020-013",43.6,36.8,17.8
"66000020-007",25.6,58.7,14.7
"66000020-009",19.9,65.3,13.5
"66000020-016",24.4,61,13.1
"66000020-011",30.4,52.8,15.6
"66000020-017",25.4,59,14.3
"66000020-012",29.6,52.3,16.8
"66000020-003",21.2,65.7,12
"66000020-004",24.8,60.4,13.6
"66000020-006",23.3,62.9,12.9
"66000020-002",23.2,62.9,12.4
"66000020-015",48,33.5,16.7
"66000020-014",47.3,33.9,17.5
"66000020-001",25.6,60.1,13.3
"66000020-008",21.6,64.1,13.2
"66000100-015",30.5,58.3,9.8
"66000100-020",29.1,56.1,13
"66000100-014",27.7,59.9,11.1
"66000100-006",41.1,45.6,11.6
"66000100-009",34.7,50.2,14.1
"66000100-002",36.6,45.4,16.7
"66000100-001",42.1,39.9,16.8
"66000100-005",35.6,49.1,13.8
"66000100-025",29,57.4,11.7
"66000100-003",42.2,45,11.3
"66000100-018",41.2,44.6,12.5
"66000100-004",40.8,42,16.7
"66000100-022",31.2,55,12.3
"66000100-008",39.5,42.2,16
"66000100-023",29.8,55.7,12.3
"66000100-024",25.8,62.4,10.1
"66000100-011",32.3,48.3,16.9
"66000100-013",29.2,56.8,11.4
"66000100-012",31.9,52.7,13.9
"66000100-019",31.2,54.4,13
"66000100-010",37.5,44.6,16
"66000100-007",46,41.6,10.4
"66000100-016",26,60.6,12.1
"66000100-017",22.3,64.2,11.8
"66000100-021",23.4,64,11.3
"66000070-024",35.9,46.2,16.6
"66000070-010",30.3,51.9,16.5
"66000070-025",34.7,47.8,16.4
"66000070-015",26.1,56.3,16.3
"66000070-021",32.6,51.7,14.6
"66000070-019",30.4,51.4,16.7
"66000070-020",27.6,55.3,15.4
"66000070-004",25.3,59.4,14
"66000070-007",26.7,54.5,17.7
"66000070-016",32.4,51.3,15.1
"66000070-009",25.6,59.2,14.2
"66000070-012",29.5,55.2,14.5
"66000070-017",31.6,49.9,17
"66000070-018",30.4,52.5,15.7
"66000070-001",28.9,54.5,15.4
"66000070-006",46.6,37.9,14.6
"66000070-005",34.2,48.1,16.2
"66000070-022",32.4,50.6,15.6
"66000070-008",21.4,64.5,12.9
"66000070-003",27.5,56.4,14.5
"66000070-011",32.1,52.1,14.6
"66000070-013",40,44.2,14.7
"66000070-002",29.2,55.8,13.9
"66000070-014",18,66.5,13.5
"66000070-023",27.3,53.5,18.2
"66000030-021",30.2,52.1,16.6
"66000030-018",26.6,59,13.4
"66000030-020",28.4,54.9,15.5
"66000030-011",29.6,52.1,17
"66000030-006",29.2,57.3,11.9
"66000030-014",30.3,53.8,14.5
"66000030-010",26.2,56.1,16.7
"66000030-015",32.2,54.8,12.1
"66000030-016",29.1,56.3,13.3
"66000030-019",32.9,49.3,16.4
"66000030-003",30.1,55.8,13.1
"66000030-001",30.3,55.1,13.2
"66000030-002",29.6,57.6,12
"66000030-022",28.4,54.6,16.1
"66000030-007",30.6,52.5,15.3
"66000030-009",28.2,57,13.5
"66000030-017",28.9,54,15.6
"66000030-008",30,54,14.7
"66000030-004",31.7,53.9,13.6
"66000030-012",29.1,53.4,16.2
"66000030-013",29.2,51.9,17.6
"66000030-005",26.3,60.9,11.6
"66000230-006",28.6,55.5,14.8
"66000230-003",36.8,46.6,14.8
"66000230-009",22.5,57.4,18.7
"66000230-007",30.7,53.4,14.7
"66000230-014",23,61.8,13.2
"66000230-010",23.6,59.3,15.8
"66000230-011",23.3,60.5,15.2
"66000230-008",18.5,66.4,13.4
"66000230-015",26.3,56.1,15.5
"66000230-001",26.8,57.8,14.4
"66000230-002",24.8,59.3,14.7
"66000230-016",23.2,54.7,20
"66000230-012",27,55.7,15.8
"66000230-004",33.3,48.7,16.4
"66000230-005",30.8,52.4,15.1
"66000230-013",27,56.7,14.8
"66000160-007",20.9,66.1,11.7
"66000160-009",25.3,58.1,15
"66000160-016",21.2,63.3,13.5
"66000160-003",27.3,58.4,12.8
"66000160-013",30.9,54.8,12.5
"66000160-015",33.1,51.6,13.3
"66000160-002",26.4,59.2,12.6
"66000160-004",23.3,63.3,11.9
"66000160-008",21.9,65.4,11.6
"66000160-005",24.3,60.6,13.7
"66000160-006",21.5,64,12.9
"66000160-001",26.8,56.6,15.1
"66000160-011",18.5,65.4,15
"66000160-014",23.2,61.4,14
"66000160-012",22.4,61.7,14.4
"66000160-010",23.2,61.7,13.8
"66000140-002",23.4,61.3,14.1
"66000140-010",27.1,56.4,15.6
"66000140-011",27.1,56.3,15.6
"66000140-003",30.9,54,13.8
"66000140-004",25.4,60.9,10.3
"66000140-005",27,54.8,17.2
"66000140-014",28.7,58.3,11.9
"66000140-013",26.9,60.7,11.7
"66000140-006",31,55.3,12.4
"66000140-008",24.5,60.6,13.1
"66000140-007",28.1,55.4,14.8
"66000140-001",29.4,53.7,15.6
"66000140-009",25.7,59.9,13.6
"66000140-012",28.2,58.4,12.3
"66000120-028",26.4,60.5,11.3
"66000120-017",50.6,30.9,17.1
"66000120-008",23.5,56.8,17.5
"66000120-004",27,58.8,13.2
"66000120-007",29.9,58.1,11.5
"66000120-026",20.5,66.4,11.5
"66000120-009",25.9,61.6,11
"66000120-006",24.7,61.8,11.3
"66000120-032",31.2,53.2,13.8
"66000120-013",27.8,55.7,14.1
"66000120-029",36,51.5,10.5
"66000120-014",26.1,60.2,12.2
"66000120-010",28.4,56.6,13.5
"66000120-005",30.4,54.8,13.1
"66000120-031",22.8,61.4,13.9
"66000120-015",25.7,59.8,13
"66000120-021",37.6,50.5,10.7
"66000120-018",39.3,49.1,9.8
"66000120-020",19.4,68.3,10.9
"66000120-019",28.3,58.5,12.2
"66000120-022",34.2,54,10.2
"66000120-023",20.7,66.2,11.5
"66000120-003",25.9,60.4,12
"66000120-025",24.9,63.8,9.8
"66000120-024",25,58.8,14.5
"66000120-030",21.2,62,14.7
"66000120-011",23.8,60.1,13.8
"66000120-027",24.2,62.1,12.1
"66000120-012",31.1,51.9,13.8
"66000120-001",31.5,54.5,12.8
"66000120-002",32.7,53.6,11.9
"66000120-016",24.8,62.6,10.9
"66000190-006",33.7,52.2,12.4
"66000190-003",30,57.2,11.8
"66000190-012",46.1,32,20.5
"66000190-008",55.2,28.8,13.3
"66000190-004",27,60.9,10.9
"66000190-007",23.6,63.1,11.6
"66000190-009",26.1,58.6,13.8
"66000190-010",33.6,50.9,13.5
"66000190-005",19.5,70.9,7.8
"66000190-002",32.5,52.8,13.4
"66000190-001",32.4,52.8,13
"66000190-013",32.2,53.8,12.9
"66000190-011",24.4,62.4,11.1
"66000170-008",21.7,63.9,13
"66000170-009",24.4,59.2,15.1
"66000170-006",30.1,51.8,16.8
"66000170-007",26.6,57.1,14.8
"66000170-016",30.3,53.9,14.9
"66000170-015",30.2,49.5,19.2
"66000170-010",25.4,59.3,14.4
"66000170-012",25.8,59.6,13.4
"66000170-011",28,57.3,13.5
"66000170-004",29.5,52.4,17.1
"66000170-013",26.3,57,15.1
"66000170-003",32.2,51.2,15.6
"66000170-002",22.7,63.4,11.6
"66000170-001",27.4,56.4,15.2
"66000170-005",28.8,52.6,17.3
"66000170-014",32,51,15.6
"66000250-008",26.3,58,13.3
"66000250-010",25.2,56.6,16.7
"66000250-004",28.2,56.6,13.4
"66000250-001",27.3,53.3,17.3
"66000250-009",22.9,61.8,13.4
"66000250-016",35.4,46.2,17
"66000250-014",27.5,59.2,11.9
"66000250-013",27.6,55.2,15.1
"66000250-015",30.5,52.9,15.2
"66000250-005",35.3,49.1,12.1
"66000250-003",36.3,48.4,13.9
"66000250-002",31.8,53.4,12.6
"66000250-011",29,53.6,15.6
"66000250-007",27.4,58.5,12.7
"66000250-012",27.4,54,16.2
"66000250-006",27.8,53.5,17.6
"66000090-020",26.2,58.9,13.8
"66000090-005",25.3,58.2,15
"66000090-013",26.8,57.9,13.9
"66000090-003",26.3,60.8,12.1
"66000090-028",29.5,56.4,12.7
"66000090-021",34.5,49.2,15.1
"66000090-027",28.3,56.6,13.6
"66000090-014",30.3,54.9,13.6
"66000090-012",24.8,61.3,13.1
"66000090-022",28,57.8,13.1
"66000090-017",25.7,60.1,13.2
"66000090-036",19.9,66.8,12.1
"66000090-009",28.5,57.3,12.9
"66000090-016",24.1,62.4,12.2
"66000090-010",31.6,55.4,11.7
"66000090-029",21.1,65.5,11.6
"66000090-015",22.7,64.3,12.1
"66000090-011",25.3,60,13.1
"66000090-019",26.9,56.1,15.7
"66000090-031",25.2,61.8,11.6
"66000090-030",22.7,61.2,14.8
"66000090-025",28.6,55.7,14.6
"66000090-032",21.2,63.6,13.2
"66000090-034",26.1,59,13.2
"66000090-033",29.5,56.2,13
"66000090-035",26.4,59.9,12.3
"66000090-002",21.7,64.2,12.7
"66000090-006",29.2,58.3,11.1
"66000090-026",29.7,53.8,15
"66000090-007",24.6,61.2,12.3
"66000090-023",25.9,59.8,13
"66000090-018",30.9,52.9,14.6
"66000090-008",31,55.1,12.8
"66000090-001",35.7,49.6,13.6
"66000090-004",24.5,61.9,12.1
"66000090-024",26,57.8,14.7
"66000260-018",19.9,64.5,13.8
"66000260-005",32.3,50.7,15.7
"66000260-013",25.2,56.1,17.8
"66000260-017",21.7,61.3,14.5
"66000260-010",27.2,58.6,13.2
"66000260-019",27.8,51.3,19.5
"66000260-012",25.9,59.9,13
"66000260-008",33,48.6,17
"66000260-004",30.3,54.7,13.2
"66000260-003",29.7,51.9,17
"66000260-002",28.4,53.2,17.1
"66000260-009",29.9,49,19.3
"66000260-011",26.6,56.8,14.8
"66000260-020",22.6,57.4,18
"66000260-016",24.3,56.6,17.3
"66000260-001",26.4,54.2,17.9
"66000260-007",23.9,56.1,18.3
"66000260-014",24.4,60.9,13.3
"66000260-006",30.3,51.5,17.3
"66000260-015",23.5,55.5,19.2
"63000110-033",34.5,53.9,9.8
"63000110-001",28.4,60.5,10
"63000110-044",21.4,69.1,8.6
"63000110-040",38,51,9.1
"63000110-042",36.8,50.9,10.5
"63000110-041",37.2,51.8,9.7
"63000110-039",36.7,52.9,8.7
"63000110-037",32.9,56.5,9.3
"63000110-038",36.5,53.1,8.8
"63000110-036",37.3,52.9,8.7
"63000110-048",15.1,77.9,5.9
"63000110-022",23.7,66.3,8.7
"63000110-043",25.1,63.8,9.2
"63000110-026",37.3,50.8,10.4
"63000110-011",28.5,60.9,9.5
"63000110-025",38.5,49.9,10.4
"63000110-030",48.1,39.8,10.6
"63000110-012",35.1,54,9.7
"63000110-014",28.7,60.2,9.8
"63000110-032",41.6,46.1,10.9
"63000110-019",23.5,64.8,10.7
"63000110-021",20.8,68.8,9
"63000110-020",23.7,66,9.3
"63000110-031",34.7,53.1,10.7
"63000110-010",26.8,60.2,11.4
"63000110-008",27.9,61.3,9.3
"63000110-016",23.7,65.3,9.9
"63000110-024",16.8,74.5,7.5
"63000110-047",30.1,58.9,10
"63000110-046",34.6,54.1,9.7
"63000110-045",27.6,64.2,7.1
"63000110-049",23.7,66.6,9.2
"63000110-002",33.6,55.7,9.4
"63000110-029",41.8,47.2,9.6
"63000110-018",24.2,65.8,9
"63000110-017",30,59.8,8.7
"63000110-009",26.1,63,9.8
"63000110-023",12.6,79.5,6.7
"63000110-005",40.1,50.2,8.2
"63000110-007",32,57.6,9.2
"63000110-003",36.4,51.6,10.7
"63000110-013",30.6,58.2,9.9
"63000110-015",23.9,65.6,9.5
"63000110-004",34.9,53.1,10.7
"63000110-050",53.5,33.9,10.2
"63000110-027",33.8,53.9,10.5
"63000110-028",31.8,57.8,8.7
"63000110-051",39,49.4,10.1
"63000110-006",32.7,57.5,8.2
"63000110-034",35.5,53.9,9
"63000110-035",33.8,55.5,9.2
"63000060-009",23.9,64.7,10.5
"63000060-013",28.3,60.7,10
"63000060-005",24.9,63.6,9.9
"63000060-001",30,60,8.7
"63000060-008",26.4,62.3,10.1
"63000060-024",23.1,66.2,9.5
"63000060-022",28.1,61.1,9.7
"63000060-010",28.1,58.3,12.4
"63000060-026",24.2,64.7,9.5
"63000060-012",27.8,61.8,8.6
"63000060-003",28.8,60.5,9.5
"63000060-002",26.5,62.1,10.1
"63000060-004",25.6,63.8,9.1
"63000060-007",27.8,59.9,10.8
"63000060-025",29.9,58.7,10
"63000060-017",21.8,65.5,11.8
"63000060-018",26.1,63.1,9.2
"63000060-019",23.3,65,10.2
"63000060-020",24.8,64,9.8
"63000060-014",25.9,63.4,9
"63000060-006",26.1,62.1,10.4
"63000060-015",24.9,65.2,9
"63000060-016",26.3,61.9,10.4
"63000060-021",25.2,65,8.7
"63000060-011",26.4,62.6,9.9
"63000030-043",41.3,46.5,10.1
"63000030-002",39,50.1,9
"63000030-005",43.3,46.6,8.8
"63000030-013",40,48.7,9.7
"63000030-014",39.8,48.9,10
"63000030-052",44,45.4,8.8
"63000030-004",38.2,51,9.1
"63000030-007",38,49.7,10.6
"63000030-018",40.3,46.4,11.7
"63000030-019",38.7,49.8,10
"63000030-010",40.4,47.2,10.9
"63000030-056",41.1,47.5,9.8
"63000030-035",44.5,45,9
"63000030-029",42.1,46,10.7
"63000030-055",40.9,49.6,8.2
"63000030-003",43.1,45.1,10.1
"63000030-008",38.1,52.3,8.2
"63000030-034",44.4,42.8,10.9
"63000030-039",45.7,39.6,12.4
"63000030-044",43,44.9,10.4
"63000030-038",43.7,44,10.5
"63000030-049",43.8,44.1,10.1
"63000030-050",44,45.2,9.4
"63000030-031",34.1,52.9,11.3
"63000030-032",38.7,48.5,11.2
"63000030-051",39.5,50.6,8.4
"63000030-053",41.2,48,9.5
"63000030-054",42.5,46.3,9.5
"63000030-023",51.5,36,10.8
"63000030-030",45.4,43,10
"63000030-006",51.4,36.1,11
"63000030-037",56.9,30.7,10.2
"63000030-036",46,42.7,9.4
"63000030-009",39.9,49.9,9.1
"63000030-017",39,47.7,10.8
"63000030-001",45.1,43.6,9.5
"63000030-046",36.1,50.3,11.9
"63000030-047",41.3,46,11.3
"63000030-048",44.5,43,11
"63000030-057",48.5,39.6,10.3
"63000030-016",42,46.4,10
"63000030-020",44.4,44.8,8.3
"63000030-021",43.5,46.2,8.3
"63000030-028",44,44.6,9.3
"63000030-015",39.8,48.6,9.9
"63000030-011",41.8,44.9,10.9
"63000030-041",41.4,48.4,8.2
"63000030-012",38.1,50.5,10
"63000030-026",41.3,48.3,9.3
"63000030-040",39.5,48.6,10.1
"63000030-027",41.8,48.4,8.5
"63000030-022",44.4,44.6,9.5
"63000030-033",37.6,50.4,10.7
"63000040-039",31.9,56.8,9.6
"63000040-027",31.4,57.1,10
"63000040-017",18.3,71.5,8.8
"63000040-014",40.7,47.3,10.3
"63000040-006",33.3,55.1,10.4
"63000040-033",33.8,54,10.7
"63000040-030",27.9,61.6,9.6
"63000040-023",29.8,58.3,11
"63000040-031",31.4,58.3,9.1
"63000040-042",45.2,42.6,10.9
"63000040-001",33,54.7,10.5
"63000040-003",35.6,52.9,10.5
"63000040-002",34.6,51.7,12.5
"63000040-004",30,58.4,10.2
"63000040-016",37.3,51.2,9.7
"63000040-015",36.7,51.9,9.4
"63000040-038",33.6,54.5,10.1
"63000040-036",30.3,58,10.1
"63000040-034",35.4,52.9,10.3
"63000040-029",31,58.4,9
"63000040-028",36,53.5,9.3
"63000040-025",28.6,59.9,10.3
"63000040-026",27.9,61.3,9.9
"63000040-024",32.2,55.6,10.8
"63000040-021",31.4,57.8,9.7
"63000040-041",38.7,48.9,11.2
"63000040-010",34.5,54.2,10
"63000040-037",36.8,53.4,8.8
"63000040-005",37.6,49.8,11.5
"63000040-040",40.7,47.5,10.6
"63000040-011",34.7,52.2,11.7
"63000040-008",28.5,59.3,11
"63000040-012",31.3,56.8,10.5
"63000040-022",29,59.6,9.8
"63000040-019",30.9,56.9,11
"63000040-018",28.4,59.6,11.2
"63000040-020",26.1,63.2,9.8
"63000040-007",34.6,51.8,12.3
"63000040-009",32.2,54.9,11.6
"63000040-013",62.1,23.4,12.2
"63000040-032",31.4,56.8,10.4
"63000040-035",54.4,32.3,11.7
"63000050-031",38.9,50.2,9.3
"63000050-029",38.8,50.8,8.8
"63000050-003",38.8,49.3,10.4
"63000050-030",39.4,49.2,9.9
"63000050-001",37.1,50.3,10.8
"63000050-011",33.9,55,9.7
"63000050-012",35.8,52,10.6
"63000050-023",35.6,50.4,12.7
"63000050-027",37.9,51.6,8.7
"63000050-026",38.1,50.1,10.5
"63000050-014",37.7,47.3,13.4
"63000050-028",43.6,45.9,9.2
"63000050-004",44,42.5,11.4
"63000050-008",38.1,49.1,11.4
"63000050-005",42.6,44.8,10.5
"63000050-017",45.6,42,10.3
"63000050-019",39.6,48.6,10
"63000050-022",40.6,45.8,12.1
"63000050-025",38.1,52.4,8.1
"63000050-006",38.9,49.4,9.9
"63000050-002",47.9,36.4,13.7
"63000050-015",34.6,52.9,10.9
"63000050-016",38.8,50.4,9
"63000050-021",44,43,11.3
"63000050-007",40.3,47.6,10.3
"63000050-024",40,45.3,13.6
"63000050-009",42,47.6,9
"63000050-010",39.3,47.4,11.6
"63000050-018",39.7,47.6,11.1
"63000050-020",38.9,49.3,10.7
"63000050-013",34.9,52.5,11.1
"63000100-012",38.1,48.6,11.5
"63000100-022",32.7,54.2,11.8
"63000100-009",38.5,48.8,10.8
"63000100-025",33.7,51.3,13.4
"63000100-028",35.5,50.5,12.4
"63000100-033",36.6,48.8,13.5
"63000100-031",37,51,10.3
"63000100-027",33,54.5,11
"63000100-003",37.7,49.7,11
"63000100-002",40.3,47,10.5
"63000100-001",33.4,54.9,10.3
"63000100-032",40.6,47.4,10.3
"63000100-036",34.3,52.3,11.8
"63000100-023",32.7,54.4,11.9
"63000100-034",40.8,46.5,11
"63000100-014",36.7,50.9,11.1
"63000100-013",36.2,51.1,10.8
"63000100-040",40.9,45.7,11.4
"63000100-035",38.6,47.2,12.8
